src_ip,dst_ip,src_port,dst_port,protocol,duration_sec,fwd_packets,bwd_packets,total_packets,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,flow_bytes_per_sec,flow_packets_per_sec,syn_flag,ack_flag,rst_flag,fin_flag,psh_flag,label,is_attack
192.168.1.186,10.0.0.9,14249,53,TCP,1.0222,20,109,129,524.63,456.53,592.73,34.05,66210.11,126.2,0,1,0,0,1,Normal,0
192.168.1.221,10.0.0.25,57022,443,UDP,0.0785,4782,0,4782,69.06,40.0,128.0,5.9,4207781.35,60931.18,1,0,0,0,0,DDoS,1
192.168.1.112,10.0.0.19,32907,443,TCP,0.7254,71,85,156,487.0,201.91,772.09,142.55,104727.1,215.05,0,1,0,0,0,Normal,0
192.168.1.217,10.0.0.4,63601,443,TCP,116.8956,24,5,29,260.29,50.0,400.0,16.71,64.57,0.25,1,1,0,0,0,Botnet,1
192.168.1.247,10.0.0.2,26527,443,TCP,75.8816,17,21,38,227.27,50.0,400.0,14.87,113.81,0.5,1,1,0,0,0,Botnet,1
192.168.1.33,10.0.0.7,7546,80,TCP,1.8634,81,90,171,324.04,188.3,459.79,67.87,29737.07,91.77,1,1,0,0,1,Normal,0
192.168.1.108,10.0.0.44,9322,8080,TCP,79.7706,25,19,44,249.05,50.0,400.0,6.77,137.37,0.55,1,1,0,0,0,Botnet,1
192.168.1.218,10.0.0.31,23193,80,TCP,53.7966,104,214,318,823.72,64.0,1460.0,197.78,4869.16,5.91,1,1,0,1,1,Infiltration,1
192.168.1.230,10.0.0.12,19914,21,TCP,2.4257,20,40,60,349.14,60.0,600.0,18.11,8635.96,24.74,1,1,1,1,1,Brute Force,1
192.168.1.20,10.0.0.40,60267,22,TCP,2.1923,32,24,56,328.1,60.0,600.0,17.63,8380.86,25.54,1,1,1,1,1,Brute Force,1
192.168.1.153,10.0.0.21,13814,8080,TCP,8.9078,40,84,124,516.3,301.6,730.99,107.35,7187.05,13.92,0,1,0,0,0,Normal,0
192.168.1.18,10.0.0.40,9079,443,UDP,0.0418,701,4,705,58.92,40.0,128.0,6.16,994101.63,16871.31,1,0,0,0,0,DDoS,1
192.168.1.146,10.0.0.47,19025,53,TCP,1.3393,87,45,132,275.57,40.0,551.42,137.92,27159.77,98.56,0,0,0,0,0,Normal,0
192.168.1.205,10.0.0.9,60526,53,TCP,0.7708,7,14,21,388.86,289.8,487.93,49.53,10594.82,27.25,0,1,0,1,1,Normal,0
192.168.1.218,10.0.0.10,44691,4444,TCP,42.9329,227,205,432,725.47,64.0,1460.0,163.96,7299.8,10.06,1,1,0,1,1,Infiltration,1
192.168.1.69,10.0.0.49,18848,80,TCP,6.5696,49,58,107,507.56,297.24,717.89,105.16,8266.81,16.29,0,1,0,0,1,Normal,0
192.168.1.172,10.0.0.42,51562,80,TCP,2.4546,1300,3,1303,132.54,54.0,200.0,7.6,70359.85,530.84,1,0,0,0,0,DoS,1
192.168.1.103,10.0.0.47,62265,22,TCP,1.2878,65,18,83,335.75,60.0,600.0,37.02,21639.67,64.45,1,1,1,0,1,Brute Force,1
192.168.1.85,10.0.0.36,59942,443,TCP,118.9832,11,9,20,193.16,50.0,400.0,11.93,32.47,0.17,1,1,0,0,1,Botnet,1
192.168.1.193,10.0.0.9,41579,5555,TCP,29.982,241,224,465,800.38,64.0,1460.0,117.04,12413.28,15.51,1,1,0,1,1,Infiltration,1
192.168.1.35,10.0.0.33,4243,53,UDP,3.3914,40,38,78,481.82,262.86,700.78,109.48,11081.46,23.0,0,1,0,0,1,Normal,0
192.168.1.240,10.0.0.44,65271,443,UDP,5.4855,58,61,119,282.43,230.9,333.96,25.76,6126.84,21.69,0,1,0,0,1,Normal,0
192.168.1.20,10.0.0.31,5164,80,TCP,0.34,26,100,126,510.02,344.84,675.2,82.59,189015.08,370.61,0,1,0,0,0,Normal,0
192.168.1.17,10.0.0.12,1191,53,TCP,7.4575,58,49,107,358.88,97.08,620.69,130.9,5149.23,14.35,0,1,0,0,0,Normal,0
192.168.1.116,10.0.0.35,45658,8080,TCP,2.3647,88,103,191,588.51,538.65,638.37,24.93,47534.93,80.77,0,1,0,0,0,Normal,0
192.168.1.64,10.0.0.22,5752,8080,TCP,1.3942,95,13,108,432.66,369.51,495.81,31.58,33515.38,77.46,0,1,0,1,1,Normal,0
192.168.1.208,10.0.0.21,3039,3389,TCP,1.9862,33,44,77,292.15,60.0,600.0,26.36,11326.02,38.77,1,1,0,0,1,Brute Force,1
192.168.1.229,10.0.0.43,15318,80,UDP,0.1241,3524,2,3526,59.48,40.0,128.0,2.77,1689767.72,28410.57,1,0,0,0,0,DDoS,1
192.168.1.133,10.0.0.24,9157,80,UDP,1.4638,58,39,97,722.22,557.6,886.84,82.31,47859.06,66.27,0,0,0,0,0,Normal,0
192.168.1.95,10.0.0.41,8682,80,TCP,0.0289,4181,6,4187,66.97,40.0,128.0,9.58,9714552.61,145047.95,1,0,0,0,0,DDoS,1
192.168.1.55,10.0.0.10,7059,80,TCP,1.0853,91,92,183,634.19,489.74,778.64,72.23,106935.79,168.62,1,0,0,0,1,Normal,0
192.168.1.212,10.0.0.27,7142,443,ICMP,1.5032,8,97,105,499.29,231.15,767.43,134.07,34875.42,69.85,1,1,0,0,0,Normal,0
192.168.1.207,10.0.0.39,56377,80,TCP,1.7257,1375,3,1378,185.72,54.0,200.0,6.8,148299.38,798.5,1,0,0,0,0,DoS,1
192.168.1.37,10.0.0.46,48890,80,TCP,0.1988,741,6,747,59.64,40.0,128.0,2.46,224080.91,3756.98,1,0,0,0,0,DDoS,1
192.168.1.211,10.0.0.21,51808,80,TCP,4.8912,328,1,329,132.84,54.0,200.0,20.93,8935.54,67.26,1,0,0,0,0,DoS,1
192.168.1.214,10.0.0.41,31131,53,TCP,0.921,24,95,119,704.83,558.1,851.57,73.37,91072.01,129.21,0,1,0,0,0,Normal,0
192.168.1.245,10.0.0.44,50289,21,TCP,0.8167,60,54,114,365.42,60.0,600.0,38.48,51004.14,139.58,1,1,1,0,1,Brute Force,1
192.168.1.148,10.0.0.35,9211,443,TCP,0.795,2973,0,2973,62.57,40.0,128.0,5.98,234006.11,3739.62,1,0,1,0,0,DDoS,1
192.168.1.165,10.0.0.34,2786,443,TCP,0.0624,876,2,878,73.04,40.0,128.0,3.82,1028430.72,14080.76,1,0,0,0,0,DDoS,1
192.168.1.214,10.0.0.26,22789,443,TCP,0.0421,1564,0,1564,56.93,40.0,128.0,2.82,2113523.41,37126.33,1,0,0,0,0,DDoS,1
192.168.1.245,10.0.0.14,22442,443,TCP,30.9037,23,10,33,262.68,50.0,400.0,19.72,280.49,1.07,1,1,0,0,0,Botnet,1
192.168.1.174,10.0.0.46,3478,443,TCP,0.2098,4263,2,4265,64.22,40.0,128.0,4.21,1305239.77,20324.04,1,0,0,0,0,DDoS,1
192.168.1.67,10.0.0.5,56443,80,TCP,0.0465,1505,7,1512,40.46,40.0,128.0,5.34,1316586.03,32537.54,1,0,0,0,0,DDoS,1
192.168.1.31,10.0.0.28,18631,80,TCP,29.4941,179,59,238,731.64,64.0,1460.0,77.82,5903.91,8.07,1,1,0,1,1,Infiltration,1
192.168.1.153,10.0.0.14,51527,80,TCP,9.6469,861,1,862,130.62,54.0,200.0,15.76,11671.83,89.36,1,0,0,0,0,DoS,1
192.168.1.182,10.0.0.10,17507,22,UDP,3.344,14,2,16,481.7,314.38,649.01,83.66,2304.78,4.78,0,1,0,0,0,Normal,0
192.168.1.144,10.0.0.5,32821,80,TCP,8.4196,341,2,343,113.45,54.0,200.0,21.0,4621.91,40.74,1,0,0,0,0,DoS,1
192.168.1.227,10.0.0.14,17489,53,TCP,3.0362,26,79,105,634.98,453.24,816.72,90.87,21959.07,34.58,0,1,0,0,0,Normal,0
192.168.1.33,10.0.0.7,52229,80,TCP,2.9559,20,56,76,325.12,92.41,557.83,116.36,8359.33,25.71,0,1,0,1,0,Normal,0
192.168.1.62,10.0.0.5,1595,80,TCP,0.3024,847,9,856,49.16,40.0,128.0,7.77,139134.33,2830.42,1,0,0,0,0,DDoS,1
192.168.1.8,10.0.0.5,58910,216,TCP,0.0372,2,1,3,40.21,40.0,60.0,0.68,3240.64,80.6,1,0,1,0,0,PortScan,1
192.168.1.52,10.0.0.24,59767,365,TCP,0.0014,2,0,2,40.0,40.0,60.0,1.77,58143.18,1468.42,1,0,1,0,0,PortScan,1
192.168.1.84,10.0.0.23,17931,443,TCP,0.9924,62,20,82,449.9,238.81,660.99,105.54,37174.26,82.63,1,1,0,0,1,Normal,0
192.168.1.107,10.0.0.20,34123,443,TCP,0.6263,51,69,120,425.39,339.56,511.23,42.92,81506.74,191.6,0,1,0,0,0,Normal,0
192.168.1.229,10.0.0.38,28381,80,TCP,5.1969,38,38,76,656.79,453.63,859.95,101.58,9604.83,14.62,0,1,0,0,0,Normal,0
192.168.1.140,10.0.0.22,54920,80,TCP,31.7474,135,246,381,594.3,64.0,1460.0,82.13,7132.15,12.0,1,1,0,1,1,Infiltration,1
192.168.1.52,10.0.0.30,47846,80,TCP,42.6572,139,209,348,988.51,64.0,1460.0,120.15,8064.34,8.16,1,1,0,1,1,Infiltration,1
192.168.1.55,10.0.0.47,50181,80,UDP,0.8816,2213,0,2213,54.82,40.0,128.0,4.53,137620.61,2510.21,1,0,0,0,0,DDoS,1
192.168.1.88,10.0.0.20,8916,21,TCP,2.1503,32,56,88,303.47,60.0,600.0,29.37,12419.18,40.92,1,1,1,1,1,Brute Force,1
192.168.1.62,10.0.0.30,14773,80,TCP,4.4509,1351,2,1353,91.14,54.0,200.0,24.73,27705.83,303.98,1,0,0,0,0,DoS,1
192.168.1.245,10.0.0.5,40465,443,TCP,0.1388,2288,0,2288,63.36,40.0,128.0,4.76,1044672.08,16486.66,1,0,0,0,0,DDoS,1
192.168.1.58,10.0.0.7,1756,22,TCP,1.6354,77,15,92,622.8,363.82,881.79,129.49,35035.24,56.25,0,0,0,1,0,Normal,0
192.168.1.41,10.0.0.34,50889,53,UDP,0.9284,32,71,103,598.61,476.16,721.07,61.23,66415.37,110.95,0,1,0,0,0,Normal,0
192.168.1.37,10.0.0.47,37948,80,TCP,2.2143,874,1,875,80.05,54.0,200.0,11.51,31634.37,395.16,1,0,0,0,0,DoS,1
192.168.1.222,10.0.0.41,22655,80,TCP,4.0503,1449,1,1450,103.65,54.0,200.0,19.07,37107.01,358.0,1,0,0,0,0,DoS,1
192.168.1.78,10.0.0.19,47416,53,TCP,0.1046,48,3,51,388.49,333.85,443.14,27.32,189425.73,487.59,0,1,0,0,1,Normal,0
192.168.1.39,10.0.0.17,23415,856,TCP,0.0295,1,0,1,45.43,40.0,60.0,0.39,1539.83,33.9,1,0,1,0,0,PortScan,1
192.168.1.162,10.0.0.47,43048,443,TCP,2.2068,6,6,12,528.02,428.64,627.4,49.69,2871.24,5.44,1,0,0,0,0,Normal,0
192.168.1.144,10.0.0.46,3252,80,TCP,8.5027,92,29,121,578.19,281.26,875.11,148.46,8227.99,14.23,0,1,0,0,0,Normal,0
192.168.1.9,10.0.0.46,39995,80,TCP,18.6218,1488,0,1488,109.29,54.0,200.0,14.76,8733.07,79.91,1,0,0,0,0,DoS,1
192.168.1.242,10.0.0.41,61138,80,TCP,1.9827,1242,1,1243,143.25,54.0,200.0,13.16,89808.09,626.91,1,0,0,0,0,DoS,1
192.168.1.14,10.0.0.6,36042,80,UDP,0.2531,4169,0,4169,52.61,40.0,128.0,9.2,866701.36,16472.9,1,0,0,0,0,DDoS,1
192.168.1.17,10.0.0.14,28399,53,UDP,2.0019,38,115,153,579.15,351.24,807.05,113.95,44262.06,76.43,0,1,0,0,0,Normal,0
192.168.1.218,10.0.0.32,57851,22,ICMP,1.2233,79,14,93,530.04,246.93,813.15,141.55,40296.54,76.03,0,1,0,0,1,Normal,0
192.168.1.122,10.0.0.9,49493,80,TCP,0.7242,2062,2,2064,40.0,40.0,128.0,1.38,107708.19,2850.03,1,0,0,0,0,DDoS,1
192.168.1.62,10.0.0.48,55607,443,TCP,0.141,552,6,558,63.19,40.0,128.0,6.49,250152.04,3958.74,1,0,0,0,0,DDoS,1
192.168.1.113,10.0.0.2,34567,53,UDP,6.3054,67,13,80,334.78,97.44,572.12,118.67,4247.5,12.69,0,1,0,1,0,Normal,0
192.168.1.50,10.0.0.25,54097,80,TCP,8.5118,362,2,364,82.8,54.0,200.0,8.32,3540.64,42.76,1,0,0,0,0,DoS,1
192.168.1.242,10.0.0.3,2512,53,TCP,0.9226,75,25,100,431.3,373.08,489.51,29.11,46750.05,108.39,0,1,0,0,0,Normal,0
192.168.1.17,10.0.0.37,26632,443,TCP,0.0765,4669,1,4670,65.96,40.0,128.0,7.12,4027387.79,61061.62,1,0,0,0,0,DDoS,1
192.168.1.246,10.0.0.34,30811,21,TCP,0.6109,64,39,103,322.83,60.0,600.0,28.4,54429.83,168.6,1,1,0,1,1,Brute Force,1
192.168.1.173,10.0.0.39,31274,22,UDP,0.8537,81,24,105,396.06,300.78,491.34,47.64,48715.25,123.0,0,1,0,0,1,Normal,0
192.168.1.194,10.0.0.24,59170,80,TCP,2.3423,83,41,124,562.58,451.49,673.67,55.54,29782.84,52.94,0,0,0,1,1,Normal,0
192.168.1.185,10.0.0.41,28589,22,TCP,1.6068,41,21,62,325.08,60.0,600.0,10.3,12543.62,38.59,1,1,1,1,1,Brute Force,1
192.168.1.250,10.0.0.7,56322,443,TCP,0.3324,1009,3,1012,65.88,40.0,128.0,7.72,200604.48,3044.96,1,0,0,0,0,DDoS,1
192.168.1.149,10.0.0.32,26333,80,TCP,7.6208,632,3,635,145.39,54.0,200.0,20.29,12114.44,83.32,1,0,0,0,0,DoS,1
192.168.1.72,10.0.0.6,5960,3389,TCP,1.8794,57,54,111,295.94,60.0,600.0,12.22,17478.39,59.06,1,1,1,0,1,Brute Force,1
192.168.1.97,10.0.0.49,28023,3389,TCP,1.9161,52,17,69,313.03,60.0,600.0,16.63,11272.25,36.01,1,1,0,0,1,Brute Force,1
192.168.1.33,10.0.0.27,12221,4444,TCP,16.6194,123,246,369,854.06,64.0,1460.0,132.38,18962.72,22.2,1,1,0,1,1,Infiltration,1
192.168.1.90,10.0.0.45,45426,22,TCP,1.8856,43,77,120,478.84,427.69,529.99,25.58,30472.77,63.64,0,0,0,0,1,Normal,0
192.168.1.220,10.0.0.36,45459,53,TCP,1.6875,64,69,133,397.17,244.73,549.6,76.22,31302.66,78.81,0,1,0,0,1,Normal,0
192.168.1.158,10.0.0.11,6600,80,TCP,5.6174,60,49,109,283.91,69.68,498.13,107.11,5508.92,19.4,0,1,0,0,1,Normal,0
192.168.1.56,10.0.0.25,21016,22,UDP,1.3326,82,42,124,467.32,170.87,763.77,148.22,43486.53,93.05,0,0,0,0,1,Normal,0
192.168.1.248,10.0.0.7,37468,80,UDP,0.2221,4951,8,4959,61.84,40.0,128.0,3.07,1380936.39,22331.61,1,0,0,0,0,DDoS,1
192.168.1.250,10.0.0.33,64107,22,TCP,3.6753,51,55,106,357.72,158.09,557.36,99.82,10317.26,28.84,1,1,0,1,1,Normal,0
192.168.1.235,10.0.0.16,9148,480,TCP,0.0117,2,1,3,42.98,40.0,60.0,4.97,10979.96,255.45,1,0,1,0,0,PortScan,1
192.168.1.184,10.0.0.5,35156,80,UDP,0.2448,1731,1,1732,67.4,40.0,128.0,8.53,476799.41,7074.66,1,0,0,0,0,DDoS,1
192.168.1.17,10.0.0.35,15525,443,TCP,0.0964,1098,0,1098,67.63,40.0,128.0,5.56,770634.08,11395.44,1,0,0,0,0,DDoS,1
192.168.1.68,10.0.0.6,63470,22,TCP,2.3233,17,76,93,495.92,279.58,712.27,108.17,19851.81,40.03,0,1,0,0,1,Normal,0
192.168.1.2,10.0.0.44,52903,443,TCP,15.0003,67,5,72,355.45,133.74,577.17,110.86,1706.14,4.8,0,1,0,0,1,Normal,0
192.168.1.222,10.0.0.27,48203,8080,TCP,0.2871,91,33,124,196.0,40.0,490.59,147.3,84664.18,431.97,1,1,0,1,1,Normal,0
192.168.1.208,10.0.0.25,49750,443,UDP,5.2072,70,96,166,479.38,277.89,680.87,100.75,15282.27,31.88,1,1,0,1,1,Normal,0
192.168.1.202,10.0.0.37,29449,443,TCP,2.9031,91,99,190,404.07,215.0,593.14,94.53,26444.98,65.45,0,1,0,0,0,Normal,0
192.168.1.249,10.0.0.22,40737,443,TCP,0.3359,4404,7,4411,65.85,40.0,128.0,3.5,864718.36,13131.39,1,0,1,0,0,DDoS,1
192.168.1.46,10.0.0.11,47094,8080,TCP,116.5755,25,8,33,172.29,50.0,400.0,19.0,48.77,0.28,1,1,0,0,0,Botnet,1
192.168.1.10,10.0.0.46,32074,443,TCP,70.0419,11,26,37,190.28,50.0,400.0,10.65,100.51,0.53,1,1,0,0,0,Botnet,1
192.168.1.85,10.0.0.16,60875,80,TCP,0.6239,762,6,768,44.07,40.0,128.0,1.4,54246.8,1230.93,1,0,0,0,0,DDoS,1
192.168.1.185,10.0.0.23,49305,443,TCP,4.6021,19,84,103,595.06,544.35,645.77,25.35,13318.19,22.38,0,1,0,0,0,Normal,0
192.168.1.169,10.0.0.17,22910,6667,TCP,88.1797,22,7,29,191.48,50.0,400.0,15.53,62.97,0.33,1,1,0,0,0,Botnet,1
192.168.1.244,10.0.0.25,29375,443,TCP,21.3894,14,20,34,168.21,50.0,400.0,7.76,267.38,1.59,1,1,0,0,0,Botnet,1
192.168.1.100,10.0.0.25,29300,80,TCP,1.3421,75,28,103,549.86,296.84,802.88,126.51,42198.17,76.74,0,1,0,0,0,Normal,0
192.168.1.131,10.0.0.15,49860,80,TCP,1.5517,1158,3,1161,111.22,54.0,200.0,7.88,83214.09,748.2,1,0,0,0,0,DoS,1
192.168.1.2,10.0.0.17,41534,8080,TCP,0.3163,16,82,98,840.01,553.04,1126.99,143.49,260224.48,309.79,0,1,0,0,0,Normal,0
192.168.1.107,10.0.0.32,39061,21,TCP,2.6356,36,32,68,402.56,60.0,600.0,21.19,10386.41,25.8,1,1,0,1,1,Brute Force,1
192.168.1.80,10.0.0.30,15085,5555,TCP,37.1143,114,171,285,823.56,64.0,1460.0,116.68,6324.07,7.68,1,1,0,1,1,Infiltration,1
192.168.1.122,10.0.0.38,35347,443,ICMP,1.2161,90,14,104,360.73,99.04,622.43,130.85,30850.41,85.52,0,1,0,0,1,Normal,0
192.168.1.24,10.0.0.38,52290,8080,TCP,105.1964,6,22,28,186.06,50.0,400.0,13.89,49.52,0.27,1,1,0,0,0,Botnet,1
192.168.1.190,10.0.0.26,57022,443,TCP,0.386,3171,2,3173,84.98,40.0,128.0,4.33,698537.04,8220.19,1,0,1,0,0,DDoS,1
192.168.1.51,10.0.0.7,20547,5555,TCP,40.5412,219,53,272,656.31,64.0,1460.0,54.45,4403.35,6.71,1,1,0,1,1,Infiltration,1
192.168.1.63,10.0.0.40,43756,22,TCP,0.8419,72,48,120,304.66,106.08,503.23,99.29,43425.16,142.54,1,1,0,0,1,Normal,0
192.168.1.145,10.0.0.49,16410,22,TCP,2.272,38,50,88,284.91,60.0,600.0,13.05,11035.32,38.73,1,1,0,1,1,Brute Force,1
192.168.1.144,10.0.0.27,46676,443,UDP,2.4245,15,5,20,576.1,381.28,770.92,97.41,4752.37,8.25,1,1,0,0,0,Normal,0
192.168.1.110,10.0.0.18,8696,80,UDP,0.2604,74,19,93,553.19,435.59,670.8,58.8,197597.64,357.19,0,1,0,1,1,Normal,0
192.168.1.177,10.0.0.3,25603,8080,UDP,4.0875,59,38,97,384.42,278.5,490.34,52.96,9122.68,23.73,0,1,0,0,0,Normal,0
192.168.1.155,10.0.0.24,51909,4444,TCP,19.998,132,198,330,677.18,64.0,1460.0,118.47,11174.56,16.5,1,1,0,1,1,Infiltration,1
192.168.1.40,10.0.0.5,30700,21,TCP,0.5357,76,27,103,312.9,60.0,600.0,30.57,60162.13,192.28,1,1,0,1,1,Brute Force,1
192.168.1.24,10.0.0.31,12656,6667,TCP,71.9957,17,21,38,160.89,50.0,400.0,16.37,84.92,0.53,1,1,0,0,0,Botnet,1
192.168.1.33,10.0.0.23,63240,17,TCP,0.0457,2,1,3,47.99,40.0,60.0,2.95,3151.42,65.67,1,0,1,0,0,PortScan,1
192.168.1.183,10.0.0.29,7697,8080,TCP,3.4712,87,39,126,485.4,390.08,580.72,47.66,17619.55,36.3,0,1,0,0,1,Normal,0
192.168.1.105,10.0.0.16,52540,443,TCP,12.6339,3,86,89,767.92,538.48,997.35,114.72,5409.62,7.04,1,1,0,0,1,Normal,0
192.168.1.246,10.0.0.18,28500,22,UDP,1.3667,82,114,196,332.54,261.95,403.13,35.29,47688.48,143.41,0,1,0,0,0,Normal,0
192.168.1.62,10.0.0.32,14883,80,UDP,1.4197,88,16,104,537.6,492.09,583.12,22.76,39380.88,73.25,0,1,0,0,0,Normal,0
192.168.1.166,10.0.0.19,30000,22,TCP,4.1994,14,93,107,672.0,582.25,761.74,44.87,17122.46,25.48,0,1,0,1,1,Normal,0
192.168.1.152,10.0.0.48,43354,8080,TCP,0.8801,91,85,176,636.18,532.46,739.9,51.86,127223.36,199.98,1,0,0,0,1,Normal,0
192.168.1.66,10.0.0.7,10080,22,TCP,2.8138,9,86,95,650.24,418.34,882.15,115.95,21953.35,33.76,0,1,0,0,0,Normal,0
192.168.1.167,10.0.0.46,60461,443,TCP,1.2564,18,119,137,448.66,278.91,618.42,84.88,48922.12,109.04,0,1,0,0,0,Normal,0
192.168.1.107,10.0.0.38,28416,80,UDP,0.5493,4,102,106,544.62,451.38,637.87,46.62,105097.11,192.97,0,1,0,1,1,Normal,0
192.168.1.25,10.0.0.25,58466,22,TCP,0.6891,45,74,119,495.77,225.35,766.19,135.21,85613.69,172.69,1,1,0,0,0,Normal,0
192.168.1.61,10.0.0.20,61031,5555,TCP,48.4875,264,157,421,839.7,64.0,1460.0,165.91,7290.85,8.68,1,1,0,1,1,Infiltration,1
192.168.1.151,10.0.0.27,21452,80,TCP,4.2724,692,3,695,102.83,54.0,200.0,5.72,16727.24,162.67,1,0,0,0,0,DoS,1
192.168.1.42,10.0.0.48,22222,5555,TCP,35.7188,147,208,355,598.55,64.0,1460.0,113.55,5948.8,9.94,1,1,0,1,1,Infiltration,1
192.168.1.13,10.0.0.26,23882,53,TCP,1.0793,64,64,128,528.48,248.94,808.01,139.77,62677.55,118.6,0,1,0,0,1,Normal,0
192.168.1.195,10.0.0.48,64123,53,TCP,3.8678,18,69,87,469.29,201.08,737.49,134.1,10555.95,22.49,1,1,0,1,0,Normal,0
192.168.1.229,10.0.0.46,26188,22,TCP,2.9019,49,72,121,344.51,60.0,600.0,10.22,14364.88,41.7,1,1,0,0,1,Brute Force,1
192.168.1.97,10.0.0.46,59182,53,TCP,0.1832,30,75,105,631.61,517.11,746.12,57.25,361996.02,573.13,0,1,0,0,1,Normal,0
192.168.1.117,10.0.0.21,56587,22,TCP,0.2882,75,84,159,557.19,513.52,600.86,21.84,307422.21,551.73,0,1,0,0,1,Normal,0
192.168.1.132,10.0.0.24,51834,22,UDP,0.3259,78,29,107,467.02,183.84,750.2,141.59,153315.31,328.28,0,0,0,1,1,Normal,0
192.168.1.40,10.0.0.43,20878,80,TCP,0.9032,93,43,136,472.72,291.31,654.13,90.71,71183.12,150.58,1,1,0,0,0,Normal,0
192.168.1.79,10.0.0.17,28290,53,TCP,2.9355,69,119,188,430.91,238.35,623.46,96.28,27596.45,64.04,0,1,0,0,1,Normal,0
192.168.1.249,10.0.0.15,34938,8080,UDP,5.0376,19,14,33,536.3,247.2,825.4,144.55,3513.19,6.55,0,1,0,0,0,Normal,0
192.168.1.249,10.0.0.2,50466,80,TCP,2.1104,959,1,960,180.43,54.0,200.0,12.39,82074.48,454.89,1,0,0,0,0,DoS,1
192.168.1.193,10.0.0.29,44388,53,TCP,1.2069,74,8,82,737.96,668.59,807.33,34.69,50139.49,67.94,1,1,0,0,0,Normal,0
192.168.1.163,10.0.0.35,10575,22,ICMP,1.4765,7,103,110,435.14,258.72,611.57,88.21,32417.57,74.5,0,1,0,0,0,Normal,0
192.168.1.236,10.0.0.25,61962,3389,TCP,2.5652,66,59,125,334.68,60.0,600.0,19.23,16308.82,48.73,1,1,0,0,1,Brute Force,1
192.168.1.95,10.0.0.45,7484,53,TCP,1.2541,31,45,76,429.51,217.21,641.8,106.15,26029.39,60.6,0,1,0,0,1,Normal,0
192.168.1.173,10.0.0.47,9400,443,TCP,6.9092,68,99,167,666.2,499.34,833.07,83.43,16102.67,24.17,0,1,0,0,0,Normal,0
192.168.1.157,10.0.0.38,39822,8080,TCP,79.6333,16,21,37,175.97,50.0,400.0,18.99,81.76,0.46,1,1,0,0,0,Botnet,1
192.168.1.22,10.0.0.43,9790,443,TCP,5.3789,45,22,67,564.64,329.91,799.36,117.36,7033.14,12.46,0,0,0,0,1,Normal,0
192.168.1.78,10.0.0.12,8663,8080,TCP,0.6712,25,30,55,511.84,314.18,709.49,98.83,41939.91,81.94,0,1,0,0,1,Normal,0
192.168.1.89,10.0.0.44,2366,80,TCP,3.5661,55,95,150,560.63,463.55,657.71,48.54,23581.47,42.06,0,1,0,1,1,Normal,0
192.168.1.66,10.0.0.15,35234,8080,TCP,2.7625,46,58,104,487.82,292.06,683.58,97.88,18365.34,37.65,0,0,0,1,1,Normal,0
192.168.1.126,10.0.0.4,64010,443,TCP,0.0155,1236,7,1243,79.96,40.0,128.0,2.85,6419563.01,80285.33,1,0,0,0,0,DDoS,1
192.168.1.223,10.0.0.6,39547,21,TCP,1.5309,27,59,86,400.82,60.0,600.0,16.15,22516.41,56.18,1,1,0,1,1,Brute Force,1
192.168.1.73,10.0.0.22,27565,80,UDP,0.516,78,24,102,727.47,502.11,952.83,112.68,143812.91,197.69,1,1,0,1,0,Normal,0
192.168.1.180,10.0.0.5,32151,80,TCP,0.0493,1343,3,1346,53.25,40.0,128.0,4.5,1453062.52,27289.8,1,0,0,0,0,DDoS,1
192.168.1.57,10.0.0.38,54155,80,TCP,1.6942,38,53,91,769.37,715.37,823.37,27.0,41324.75,53.71,0,1,0,1,1,Normal,0
192.168.1.224,10.0.0.27,31764,80,TCP,1.9633,30,49,79,513.52,421.85,605.18,45.83,20663.57,40.24,0,1,0,0,1,Normal,0
192.168.1.33,10.0.0.39,12665,80,TCP,0.043,3786,3,3789,57.13,40.0,128.0,3.36,5033262.19,88102.28,1,0,1,0,0,DDoS,1
192.168.1.234,10.0.0.38,18003,80,ICMP,0.2285,54,94,148,664.09,538.66,789.52,62.72,430091.02,647.64,0,1,0,0,1,Normal,0
192.168.1.37,10.0.0.26,26478,80,TCP,0.4601,20,26,46,501.11,302.8,699.42,99.16,50095.82,99.97,0,1,0,0,0,Normal,0
192.168.1.77,10.0.0.28,51282,8080,TCP,0.666,29,98,127,435.47,204.01,666.93,115.73,83039.82,190.69,0,1,0,0,1,Normal,0
192.168.1.84,10.0.0.37,7846,22,ICMP,0.4306,87,67,154,391.08,159.67,622.5,115.71,139883.29,357.68,1,1,0,0,1,Normal,0
192.168.1.191,10.0.0.26,7157,8080,TCP,0.3955,87,5,92,586.62,396.43,776.82,95.1,136473.77,232.64,0,1,0,0,1,Normal,0
192.168.1.29,10.0.0.38,28699,3389,TCP,1.8766,25,44,69,350.04,60.0,600.0,11.75,12870.22,36.77,1,1,0,1,1,Brute Force,1
192.168.1.87,10.0.0.3,45125,443,TCP,2.9483,13,103,116,439.15,158.58,719.73,140.29,17278.69,39.35,0,1,0,0,1,Normal,0
192.168.1.31,10.0.0.32,4407,443,TCP,4.8635,64,31,95,408.85,143.56,674.14,132.64,7986.19,19.53,0,1,0,0,1,Normal,0
192.168.1.178,10.0.0.16,60861,53,TCP,3.2516,76,85,161,652.81,610.04,695.59,21.39,32323.71,49.51,0,1,0,0,0,Normal,0
